ID;Công ty/Cơ quan/Đơn vị tuyển dụng;Tỉnh/Thành phố;Phạm vi (Nhà nước/DN trong nước/DN nước ngoài);Ngày đăng;Tháng đăng;Năm đăng;Số lượng tuyển dụng;Số lượng nữ (nếu có);Lĩnh vực tuyển dụng cấp 1 (CNTT/Du lịch/Điện, …);Tên công việc;Vị trí công việc (nếu có);Mức lương (nếu có);Trình độ;Yêu cầu kinh nghiệm/trình độ (năm);Link bài đăng để minh chứng
1084;Công Ty TNHH Jollibee Việt Nam;TP.HCM;DN trong nước;9;12;2024;10;0;Khách sạn - Nhà hàng - Du lịch;Tổ Trưởng Cửa Hàng Jollibee;Quản lý nhóm- giám sát;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/to-truong-cua-hang-jollibee.html
1085;OPPO Việt Nam;N/A;DN trong nước;5;12;2024;10;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Nhân Viên Tư Vấn Bán Hàng (Nhận Việc Ngay \u0026 Không Cần Kinh Nghiệm) - Trên Toàn Quốc;Chuyên viên- nhân viên;N/A;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-ban-hang-nhan-viec-ngay-khong-can-kinh-nghiem-tren-toan-quoc.html
1086;Công Ty Cổ Phần Maison Retail Management International;Cà Mau;DN trong nước;5;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Cà Mau - Nhân Viên Bán Hàng Cửa Hàng Pedro;Chuyên viên- nhân viên;N/A;Trung học;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ca-mau-nhan-vien-ban-hang-cua-hang-pedro.html
1087;Hệ Thống Anh Ngữ Quốc Tế Ocean Edu - Công Ty Cổ Phần Giáo Dục Và Đào Tạo Thanh Hóa;Bắc Ninh;DN trong nước;3;12;2024;15;0;Bán hàng - Kinh doanh;Chuyên Viên Tư Vấn Giáo Dục - Ocean Edu Khu Vực Bắc Ninh;Chuyên viên- nhân viên;N/A;Lao động phổ thông;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-tu-van-giao-duc-ocean-edu-khu-vuc-bac-ninh.html
1088;Công Ty TNHH Alpha Plus;TP.HCM;DN trong nước;29;11;2024;1;0;Vận hành - Bảo trì - Bảo dưỡng;Nhân Viên Kỹ Thuật Chung Cư (An Lạc - Bình Tân);Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-chung-cu-an-lac-binh-tan.html
1089;Công Ty TNHH KD TM Vinh Huệ;Bình Dương;DN trong nước;27;11;2024;3;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh -Thu Nhập Trên 10 Triệu / Tháng;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-thu-nhap-tren-10-trieu-thang.html
1090;Công Ty TNHH Kolon Industries Việt Nam;Bình Dương;DN trong nước;16;12;2024;2;0;Hành chính - Thư ký;Nhân Viên Văn Phòng;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-van-phong.html
1091;Công Ty TNHH Kiến Trúc Xây Dựng Quốc Bảo;Đồng Nai;DN trong nước;27;11;2024;3;3;Xây dựng;Kỹ Sư Kết Cấu Xây Dựng Lương Cứng Từ 10-20 Triệu;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-ket-cau-xay-dung-luong-cung-tu-10-20-trieu.html
1092;Công Ty TNHH Silverland Bến Thành;TP.HCM;DN trong nước;11;12;2024;1;0;An ninh - Bảo vệ;[ Silverland Mây ] Nhân Viên Bảo Vệ - An Ninh;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/silverland-may-nhan-vien-bao-ve-an-ninh.html
1093;Công Ty Cổ Phần Tư Vấn Kiến Trúc Và Xây Dựng Uy Vũ;Hà Nội;DN trong nước;9;12;2024;2;0;Xây dựng;Kỹ Sư Xây Dựng Dân Dụng;Chuyên viên- nhân viên;N/A;Lao động phổ thông;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung-dan-dung.html
1094;Công Ty Cổ Phần FFC;Hà Nội;DN trong nước;12;12;2024;1;0;Hành chính - Thư ký;Nhân Viên Hành Chính Nhân Sự;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-hanh-chinh-nhan-su.html
1095;Công Ty TNHH Democa;Hà Nội;DN trong nước;9;12;2024;1;0;Kế toán;Kế Toán Trưởng;Quản lý cấp trung;N/A;Đại học;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-truong.html
1096;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;3;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Kiêm Thu Ngân - Max\u0026co Vincom Đk;Chuyên viên- nhân viên;N/A;Chứng chỉ;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-kiem-thu-ngan-max-co-vincom-dk.html
1097;Công Ty CP Giáo Dục Quốc Tế Việt Úc;TP.HCM;DN trong nước;28;11;2024;1;0;Giáo dục - Đào tạo;Giáo Viên Bộ Môn Ngữ Văn;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giao-vien-bo-mon-ngu-van.html
1098;Công Ty TNHH Một Thành Viên Tư Vấn Dịch Vụ Giáo Dục Và Du Lịch Tân Văn;TP.HCM;DN trong nước;18;12;2024;10;0;Giáo dục - Đào tạo;Giáo Viên Anh Văn;Chuyên viên- nhân viên;N/A;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giao-vien-anh-van.html
1099;Công Ty TNHH Thực Phẩm \u0026 TMDV Lê Gia;Hà Nội;DN trong nước;21;12;2024;1;0;Hành chính - Thư ký;Trưởng Nhóm Hành Chính Nhân Sự - Phỏng Vấn Trước Tết Sau Tết Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-nhom-hanh-chinh-nhan-su-phong-van-truoc-tet-sau-tet-di-lam-ngay.html
1100;Công Ty TNHH Tư Vấn Du Học - Visa - Luật Úc Alve;TP.HCM;DN trong nước;10;12;2024;2;0;Marketing;Nhân Viên Marketing - Đi Làm Sau Tết;Chuyên viên- nhân viên;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-marketing-di-lam-sau-tet.html
1101;Công Ty Cổ Phần Tái Chế Nhựa Lam Trân;Đà Nẵng;DN trong nước;9;12;2024;2;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Quốc Tế;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-quoc-te.html
1102;Công Ty Cổ Phần Đầu Tư Thương Mại Và Du Lịch Hoàng Thành;Hà Nội;DN trong nước;6;12;2024;3;0;Kế toán;Nhân Viên Kế Toán Tổng Hợp;Chuyên viên- nhân viên;N/A;Lao động phổ thông;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-tong-hop.html
1103;Công Ty Cổ Phần Xây Dựng Dic Holdings;Bà Rịa - Vũng Tàu;DN trong nước;27;11;2024;5;5;Khoa học - Kỹ thuật;Kỹ Sư Điện Làm Việc Tại Vũng Tàu;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-dien-lam-viec-tai-vung-tau.html
1104;Công Ty Cổ Phần Tập Đoàn Gredmann Việt Nam;Hà Nội;DN trong nước;28;11;2024;2;0;Kế toán;Nhân Viên Kế Toán - Hà Nội - Lương từ 10 triệu;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-ha-noi-luong-tu-10-trieu.html
1105;Công Ty TNHH Kệ Hàng An Đức;Bình Dương;DN trong nước;13;12;2024;2;0;Thiết kế - Sáng tạo nghệ thuật;Nhân Viên Thiết Kế Thu Nhập Trên 15Triệu / Tháng;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thiet-ke-thu-nhap-tren-15trieu-thang.html
1106;Công Ty Cổ Phần Sản Xuất Thương Mại Dịch Vụ An Hiệp Phát.V N\t;TP.HCM;DN trong nước;17;12;2024;2;0;Thiết kế - Sáng tạo nghệ thuật;Nhân Viên Thiết Kế Tại Hóc Môn;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thiet-ke-tai-hoc-mon.html
1107;Công Ty TNHH Hùng Loa Vn;TP.HCM;DN trong nước;10;12;2024;2;0;Hành chính - Thư ký;Kế Toán Nội Bộ;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-noi-bo.html
1108;Công Ty Cổ Phần Quốc Tế Double H;Hà Nội;DN trong nước;2;12;2024;5;0;Bán hàng - Kinh doanh;Nhân Viên Tư Vấn Du Học Hàn - Đi Làm Ngay ;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-du-hoc-han-di-lam-ngay.html
1109;Bún Bò Viên Hải Triều;TP.HCM;DN trong nước;15;12;2024;4;0;Thực phẩm - Đồ uống;Nhân Viên Phục Vụ - Quán Bún Bò Hải Triều (Quận 6);Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phuc-vu-quan-bun-bo-hai-trieu-quan-6.html
1110;Công Ty TNHH Thang Máy Schneider Việt Nam;TP.HCM;DN trong nước;3;12;2024;2;0;Vận hành - Bảo trì - Bảo dưỡng;Nhân Viên Kỹ Thuật Viên Bảo Trì Thang Máy;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-vien-bao-tri-thang-may.html
1111;Công Ty TNHH Thành Vinh Holding;TP.HCM;DN trong nước;5;12;2024;3;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Phục Vụ;Chuyên viên- nhân viên;N/A;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phuc-vu.html
1112;Ych Protrade - Công Ty TNHH Ych-Protrade;Hà Nội;DN trong nước;30;11;2024;2;0;Xuất Nhập Khẩu;Tổ Trưởng Phòng Khai Báo Hải Quan (Số 1 Đào Duy Anh);Quản lý nhóm- giám sát;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/to-truong-phong-khai-bao-hai-quan-so-1-dao-duy-anh.html
1113;Công Ty TNHH Meatdeli Hn;Bình Dương;DN trong nước;3;12;2024;10;10;Lao động phổ thông;Nhân Viên Sản Xuất (Làm Việc Theo Ca - Dĩ An - Bình Dương);Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-san-xuat-lam-viec-theo-ca-di-an-binh-duong.html
1114;Công Ty TNHH Phát Triển Giáo Dục Toàn Diện Wow;Đà Nẵng;DN trong nước;24;11;2024;1;0;Giáo dục - Đào tạo;Trưởng Phòng Đào Tạo - Quản Lý Chất Lượng Trung Tâm Ngoại Ngữ;Quản lý cấp trung;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-phong-dao-tao-quan-ly-chat-luong-trung-tam-ngoai-ngu.html
1115;Công Ty Cổ Phần Sản Xuất Nhựa Duy Tân;Long An;DN trong nước;12;12;2024;5;0;Khoa học - Kỹ thuật;Nhân Viên Kỹ Thuật Bảo Trì - Long An;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-bao-tri-long-an.html
1116;Công Ty TNHH Cơ Khí Thiết Kế Và Chế Tạo Máy Tmc;Đồng Nai;DN trong nước;9;12;2024;5;5;Khoa học - Kỹ thuật;Kỹ Sư QA QC Cơ Khí;Chuyên viên- nhân viên;N/A;N/A;7;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-qa-qc-co-khi.html
1117;Công Ty Cổ Phần Thương Mại - Dịch Vụ - Môi Trường Nguyệt Minh 2;N/A;DN trong nước;5;12;2024;2;0;Kế toán;Nhân Viên Kế Toán Thời Vụ 1 Năm (Làm Việc Tại Vĩnh Phúc);Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-thoi-vu-1-nam-lam-viec-tai-vinh-phuc.html
1118;Công Ty Cổ Phần Bình Vinh;Đà Nẵng;DN trong nước;4;12;2024;1;0;Kế toán;Kế Toán Tổng Hợp;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop.html
1119;Công Ty CP Tv Thiết Kế Đầu Tư Xây Dựng Hợp Phát;TP.HCM;DN trong nước;30;11;2024;2;0;Điện - Điện tử - Điện lạnh;Kỹ Sư Thiết Kế Cấp Thoát Nước Công Trình;Chuyên viên- nhân viên;N/A;N/A;7;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-thiet-ke-cap-thoat-nuoc-cong-trinh.html
1120;Công Ty TNHH Xây Lắp Thương Mại Khởi Đạt;N/A;DN trong nước;4;12;2024;10;10;Xây dựng;Kỹ Sư Hiện Trường Lương 15 - 20Tr - Có Thể Nhận Việc Sau Tết Nguyên Đán;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-hien-truong-luong-15-20tr-co-the-nhan-viec-sau-tet-nguyen-dan.html
1121;Công Ty TNHH Chế Biến Thực Phẩm Thương Mại Pha Lê;Đồng Nai;DN trong nước;5;12;2024;4;4;Vận hành - Bảo trì - Bảo dưỡng;Nhân Viên Vận Hành Máy - Làm Việc Tại Nhơn Trạch, Đồng Nai;Chuyên viên- nhân viên;N/A;Chứng chỉ;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-van-hanh-may-lam-viec-tai-nhon-trach-dong-nai.html
1122;Công Ty TNHH Cao Su Nhựa Kỹ Thuật Hưng Thịnh Phát;N/A;DN trong nước;4;12;2024;30;0;Lao động phổ thông;Nhân Viên Vận Hành Máy (Lao Động Phổ Thông) - Không Yêu Cầu Kinh Nghiệm;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-van-hanh-may-lao-dong-pho-thong-khong-yeu-cau-kinh-nghiem.html
1123;Công Ty Cổ Phần Xây Dựng Trường Cát;Hà Nội;DN trong nước;29;11;2024;3;3;Xây dựng;Giám Sát Công Trình;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-cong-trinh.html
1124;Công Ty TNHH Đúc Bình Đường;Bình Dương;DN trong nước;7;12;2024;2;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Tại Thuận An, Bình Dương - Thu Nhập Từ 10 Đến 15 Triệu;Chuyên viên- nhân viên;N/A;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-tai-thuan-an-binh-duong-thu-nhap-tu-10-den-15-trieu.html
1125;Công Ty Cổ Phần Dược Phẩm Cửu Long;Vĩnh Long;DN trong nước;9;12;2024;2;0;Y tế - Chăm sóc sức khỏe;[Vĩnh Long] Nhân Viên Mua Hàng PR (Vật Tư, Trang Thiết Bị, Phụ Tùng);Chuyên viên- nhân viên;N/A;N/A;6;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/vinh-long-nhan-vien-mua-hang-pr-vat-tu-trang-thiet-bi-phu-tung.html
1126;Công Ty TNHH Thương Mại Dược Phẩm Quốc Tế Hưng Thịnh;TP.HCM;DN trong nước;27;11;2024;2;0;Dược phẩm;Trình Dược Viên;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/trinh-duoc-vien.html
1127;Công Ty Cổ Phần Đất Dược;N/A;DN trong nước;2;12;2024;10;0;Bán hàng - Kinh doanh;Trình Dược Viên Kênh ETC Phòng Mạch / Bệnh Viện Ngành Hàng Dinh Dưỡng;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/trinh-duoc-vien-kenh-etc-phong-mach-benh-vien-nganh-hang-dinh-duong.html
1128;Công Ty TNHH Một Thành Viên Thương Mại Và Đầu Tư Liên Á Châu;TP.HCM;DN trong nước;27;9;2024;2;0;Điện - Điện tử - Điện lạnh;[Guardian] - Nhân Viên Bảo Trì;Chuyên viên- nhân viên;N/A;Chứng chỉ;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/guardian-nhan-vien-bao-tri.html
1129;Công Ty Tnhh Thương Mại Và Dịch Vụ Kỹ Thuật Comtech;TP.HCM;DN trong nước;9;12;2024;2;0;Xây dựng;Kỹ Sư Dự Toán - Nữ;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-du-toan-nu.html
1130;Hộ Kinh Doanh Reng Cafe;TP.HCM;DN trong nước;4;12;2024;7;7;Thực phẩm - Đồ uống;Nhân Viên Pha Chế Quán Coffee 24H;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-pha-che-quan-coffee-24h.html
1131;Công Ty TNHH Xây Dựng Và Thương Mại Tuấn Danh;TP.HCM;DN trong nước;27;8;2024;4;4;Xây dựng;Kỹ Sư Xây Dựng Dân Dụng;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung-dan-dung.html
1132;Công Ty TNHH TM Đông Nam 179;TP.HCM;DN trong nước;19;12;2024;3;0;Marketing;Content Creator Pod Tiktok;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/content-creator-pod-tiktok.html
1133;Vpđd Fountain Set Limited Tại Thành Phố Hồ Chí Minh;TP.HCM;DN trong nước;17;12;2024;5;0;Quản lý tiêu chuẩn và chất lượng;Nhân Viên QC (Đi Công Tác) Chuyên Vải May Mặc (Biết Tiếng Trung, Tiếng Anh) - Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-qc-di-cong-tac-chuyen-vai-may-mac-biet-tieng-trung-tieng-anh-di-lam-ngay.html
1134;Công Ty Cổ Phần Sản Xuất Thương Mại Liên Vinh;N/A;DN trong nước;10;12;2024;1;0;Hành chính - Thư ký;Nhân Viên Phiên Dịch Tiếng Anh;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phien-dich-tieng-anh.html
1135;Công Ty TNHH Điều Hòa Gree (Việt Nam);TP.HCM;DN trong nước;20;12;2024;2;2;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Chuyên Viên Kinh Doanh Kênh Phân Phối Khu Vực Hồ Chí Minh;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-kinh-doanh-kenh-phan-phoi-khu-vuc-ho-chi-minh.html
1136;Công Ty Cổ Phần Thành Phong Group;Bình Dương;DN trong nước;3;12;2024;1;0;Hành chính - Thư ký;Chuyên Viên Nhân Sự (C\u0026B);Chuyên viên- nhân viên;N/A;Lao động phổ thông;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-nhan-su-c-b.html
1137;Công Ty Cổ Phần Đô Thị Thông Minh Việt Nam;Đà Nẵng;DN trong nước;10;12;2024;10;0;Bán hàng - Kinh doanh;Chuyên Viên Tư Vấn Căn Hộ Cao Cấp (Không Đạt Kpi Vẫn Nhận Đủ Lương);Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-tu-van-can-ho-cao-cap-khong-dat-kpi-van-nhan-du-luong.html
1138;Công Ty Cổ Phần Tập Đoàn Faraland Việt Nam;Hà Nội;DN trong nước;9;12;2024;10;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh BĐS Thổ Cư, Lương Cứng Tới 10 Triệu, Phỏng Vấn Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-bds-tho-cu-luong-cung-toi-10-trieu-phong-van-di-lam-ngay.html
1139;Công Ty TNHH Meatdeli Hn;Long An;DN trong nước;4;12;2024;1;1;Sản xuất - Lắp ráp - Chế biến;Kiểm Soát Chuyền;Quản lý nhóm- giám sát;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/kiem-soat-chuyen.html
1140;Công Ty Cổ Phần Đầu Tư Xây Dựng Cta Việt Nam;Hà Nội;DN trong nước;4;12;2024;4;0;Xây dựng;Chuyên Viên Kinh Tế - Kế Hoạch;Chuyên gia;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-kinh-te-ke-hoach.html
1141;Công Ty TNHH Quốc Tế Long Gia Cát;TP.HCM;DN trong nước;3;12;2024;2;2;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Quận Gò Vấp (Đi Làm Ngay);Chuyên viên- nhân viên;N/A;Trung học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-quan-go-vap-di-lam-ngay.html
1142;Quỹ Tín Dụng Nhân Dân Đức Hòa;Long An;DN trong nước;29;11;2024;3;3;Ngân hàng;Nhân Viên Tín Dụng - Nhận Việc Ngay;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tin-dung-nhan-viec-ngay.html
1143;Công ty CP Đầu Tư Xây Dựng Bàn Thạch;Tây Ninh;DN trong nước;18;12;2024;2;2;Xây dựng;Giám Sát Xây Dựng (2 Giám Sát Phần Thô 2 Giám Sát Hạ Tầng);Quản lý nhóm- giám sát;N/A;Lao động phổ thông;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-xay-dung-2-giam-sat-phan-tho-2-giam-sat-ha-tang.html
1144;Công Ty Cổ Phần Dịch Vụ H2T Logistics;TP.HCM;DN trong nước;14;12;2024;5;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Phục Vụ;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phuc-vu.html
1145;Công Ty Cổ Phần Hoàng Hạc;TP.HCM;DN trong nước;6;12;2024;2;0;Lao động phổ thông;Công Nhân Tiện, Hàn, Mạ;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/cong-nhan-tien-han-ma.html
1146;Công Ty Cổ Phần Xây Dựng Thương Mại Và Dịch Vụ Hq Plus;Bà Rịa - Vũng Tàu;DN trong nước;12;12;2024;2;2;Xây dựng;Kỹ Sư Giám Sát Hiện Trường;Chuyên viên- nhân viên;N/A;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-giam-sat-hien-truong.html
1147;Công Ty TNHH Cheng Loong Bình Dương Paper;Bình Dương;DN trong nước;4;12;2024;10;0;Điện - Điện tử - Điện lạnh;Nhân Viên Bảo Trì Điện;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bao-tri-dien.html
1148;Chi Nhánh Số 01 - Công Ty Cổ Phần Đầu Tư Xây Dựng Và Phát Triển Thương Mại Tbc Việt Nam;N/A;DN trong nước;2;12;2024;4;4;Xây dựng;Kỹ Sư Phòng Cháy Chữa Cháy (Dự Án Tại Các Tỉnh Trong Cả Nước);Chuyên viên- nhân viên;N/A;Lao động phổ thông;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-phong-chay-chua-chay-du-an-tai-cac-tinh-trong-ca-nuoc.html
1149;Công Ty TNHH Xuất Nhập Khẩu Dorado Việt Nam;N/A;DN trong nước;9;12;2024;5;5;Bán hàng - Kinh doanh;Nhân Viên Kĩ Thuật Điện Kiêm Chăm Sóc Thị Trường;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ki-thuat-dien-kiem-cham-soc-thi-truong.html
1150;Công Ty TNHH Thương Mại Thiết Bị Y Khoa Nguyễn Tùng;TP.HCM;DN trong nước;17;12;2024;5;5;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Thiết Bị Y Tế;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-thiet-bi-y-te.html
1151;Công Ty Cổ Phần Vinashitech;N/A;DN trong nước;29;11;2024;10;0;Cơ khí - Ô tô - Tự động hóa;Công Nhân Cơ Khí Không Yêu Cầu Kinh Nghiệm;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/cong-nhan-co-khi-khong-yeu-cau-kinh-nghiem.html
1152;Trung Tâm Nghiên Cứu Và Tư Vấn Môi Trường;TP.HCM;DN trong nước;19;12;2024;3;0;Môi trường - Xử lý chất thải;Nhân Viên Quan Trắc Môi Trường;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-quan-trac-moi-truong.html
1153;Công Ty TNHH Bao Bì Tấn Phong;Long An;DN trong nước;12;12;2024;2;2;Thu mua - Kho Vận - Chuỗi cung ứng;Nhân Viên Thủ Kho - Long An;Chuyên viên- nhân viên;N/A;Chứng chỉ;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thu-kho-long-an.html
1154;Công Ty TNHH Thúy Mỹ Tư Việt Nam;Bình Dương;DN trong nước;28;11;2024;2;0;Thiết kế - Sáng tạo nghệ thuật;Nhân Viên Thiết Kế Cơ Khí;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thiet-ke-co-khi.html
